state,theta,phi,acceleration,height
3,30.64,-15.01,-913.55,4981.11
3,-31.08,-13.69,-917.78,4971.74
3,-44.7,-7.59,-908.13,4939.73
3,-9.81,3.77,-919.44,4938.05
3,-19.39,6.53,-936.9,4942.75
3,18.12,0.55,-944.87,4945.91
3,26.24,-18.2,-956.88,4963.38
3,-38.05,22.52,-962.37,4955.69
3,-2.0,-11.33,-958.03,4953.24
3,26.95,14.67,-954.32,4955.73
3,-0.82,-8.22,-935.1,4957.99
3,14.97,30.7,-962.73,4955.16
3,-15.93,-12.27,-957.4,4960.38
3,-18.58,-15.78,-972.71,4968.31
3,-24.83,30.63,-965.85,4959.91
3,-33.32,-16.71,-954.02,4949.57
3,24.86,27.2,-964.42,4935.86
3,6.28,-8.63,-959.92,4933.84
3,-0.58,-30.95,-969.36,4924.19
3,-1.05,10.3,-979.66,4916.43
3,-20.48,52.13,-974.89,4906.85
3,-18.39,7.92,-970.3,4904.82
3,-19.44,15.13,-959.77,4903.21
3,13.09,21.85,-957.74,4922.01
3,4.67,11.19,-969.28,4927.5
3,31.64,22.5,-949.17,4919.78
3,4.69,-17.37,-966.19,4918.08
3,-34.86,16.01,-964.64,4896.13
3,-26.49,1.77,-961.34,4894.47
3,38.63,-3.19,-962.28,4904.54
3,26.7,12.63,-980.91,4904.13
3,-12.52,-26.63,-984.44,4899.35
3,-39.77,-9.24,-985.54,4888.13
3,11.54,23.35,-975.01,4902.31
3,0.97,-3.12,-959.36,4886.23
3,12.41,32.31,-968.44,4880.17
3,33.83,-21.46,-972.42,4875.67
3,13.42,7.02,-953.12,4873.48
3,11.2,-14.77,-946.55,4870.78
3,-4.19,-11.58,-936.97,4859.52
3,-7.41,2.55,-928.35,4856.99
3,30.09,-7.04,-916.46,4871.38
3,7.13,2.42,-903.16,4877.44
3,21.21,35.73,-904.61,4869.74
3,-2.33,10.99,-905.33,4877.21
3,18.37,-2.26,-919.85,4871.81
3,-1.88,39.62,-929.51,4859.64
3,-3.23,7.19,-922.1,4876.28
3,11.57,-4.85,-907.78,4845.69
3,44.59,-4.98,-927.16,4839.56
3,-2.13,-1.02,-926.23,4840.71
3,-25.25,-10.86,-925.75,4824.37
3,15.06,23.29,-939.2,4835.73
3,-3.5,4.89,-931.49,4837.41
3,3.31,-18.79,-912.31,4836.35
3,-6.79,3.73,-907.0,4833.2
3,4.98,38.4,-930.29,4844.79
3,-6.88,18.42,-930.79,4834.87
3,-24.07,31.85,-927.17,4826.85
3,-52.1,39.4,-909.27,4815.05
3,-9.2,23.06,-924.39,4806.31
3,-9.11,-5.25,-920.06,4808.48
3,-3.14,18.64,-922.99,4813.67
3,22.15,38.4,-920.71,4809.25
3,-9.25,14.41,-930.85,4802.86
3,-10.57,-16.74,-923.44,4789.74
3,-29.61,-3.1,-930.73,4755.8
3,11.27,1.85,-955.63,4761.86
3,-19.81,47.85,-940.35,4764.75
3,-41.43,32.91,-951.84,4757.05
3,12.97,26.02,-955.1,4755.16
3,-0.25,2.39,-945.62,4764.46
3,-2.28,-13.25,-943.37,4758.5
3,36.92,28.18,-943.02,4770.88
3,32.47,-14.76,-947.2,4747.61
3,-17.87,-15.07,-945.43,4748.54
3,-10.73,-14.8,-942.89,4747.81
3,22.99,-45.56,-928.18,4740.15
3,-43.28,10.29,-925.85,4740.02
3,-6.38,-0.72,-916.45,4727.43
3,-11.07,-25.35,-913.87,4715.23
3,2.51,-17.37,-917.23,4710.94
3,26.5,25.5,-906.25,4695.35
3,-0.28,21.58,-904.13,4704.3
3,21.59,-6.25,-875.35,4696.85
3,-29.27,-9.53,-882.68,4691.69
3,-11.02,8.35,-862.66,4688.53
3,-3.84,31.99,-851.22,4694.57
3,13.24,10.94,-847.44,4687.18
3,-25.51,9.66,-848.05,4675.08
3,-11.26,-13.79,-836.29,4666.69
3,-31.55,1.97,-823.77,4698.4
3,-2.87,-13.67,-810.63,4687.11
3,7.07,26.63,-816.5,4692.67
3,-37.03,-34.24,-799.76,4687.09
3,-26.09,11.44,-782.83,4679.03
3,-3.54,13.35,-786.53,4668.25
3,-24.75,7.65,-777.98,4667.61
3,-34.96,-0.73,-773.21,4669.87
3,36.79,-15.5,-767.62,4677.73
3,-11.2,10.6,-767.36,4675.29
3,8.86,20.36,-772.98,4663.23
3,-6.57,1.22,-768.04,4672.06
3,25.72,12.55,-770.03,4665.57
3,2.3,-11.15,-778.59,4681.81
3,27.42,-40.14,-767.11,4684.51
3,7.46,-46.27,-774.18,4677.48
3,-14.44,-37.44,-778.76,4692.75
3,3.08,5.44,-777.87,4684.31
3,-5.39,8.32,-763.9,4671.51
3,23.97,-8.59,-782.25,4660.56
3,-22.22,-32.06,-783.55,4652.79
3,-19.1,31.94,-784.95,4650.15
3,-34.19,-4.85,-784.08,4650.87
3,-34.88,0.33,-782.54,4636.32
3,-2.31,-18.43,-799.03,4617.57
3,-12.78,-24.14,-807.42,4616.15
3,11.51,-10.23,-811.96,4624.77
3,-3.42,8.58,-821.67,4613.8
3,40.64,-8.87,-809.69,4613.52
3,17.98,33.76,-804.71,4610.79
3,-21.88,-4.28,-789.71,4609.14
3,21.41,-18.57,-786.39,4616.78
3,10.34,-5.5,-769.64,4619.44
3,-2.39,23.55,-753.66,4618.13
3,-3.48,-1.29,-761.25,4620.08
3,-2.83,31.76,-742.77,4628.27
3,-1.97,23.73,-741.76,4617.92
3,39.64,-0.21,-736.99,4612.29
3,32.75,10.37,-726.72,4599.18
3,-3.92,0.26,-746.78,4604.48
3,-31.69,0.4,-745.61,4604.27
3,8.2,-10.16,-755.09,4592.94
3,-15.88,-16.27,-765.61,4586.51
3,31.56,2.52,-769.49,4577.31
3,-38.62,9.66,-780.17,4562.68
3,13.61,27.68,-792.62,4564.74
3,-11.19,-23.47,-791.62,4552.75
3,18.56,16.21,-813.39,4552.07
3,-8.48,3.03,-831.95,4536.44
3,57.79,-13.21,-839.92,4545.08
3,29.57,-23.46,-831.57,4548.89
3,20.15,7.18,-833.5,4541.81
3,-3.78,37.2,-829.56,4524.53
3,61.38,1.37,-831.27,4519.13
3,-10.61,24.04,-844.68,4501.74
3,-18.59,-27.33,-845.72,4495.93
3,26.18,-7.94,-859.28,4493.49
3,-11.76,-11.4,-855.49,4512.42
3,-29.18,11.67,-855.84,4519.81
3,0.67,6.16,-832.85,4513.08
3,-2.87,-0.95,-815.99,4512.29
3,-8.17,-25.4,-817.78,4491.07
3,-0.32,17.76,-824.38,4490.55
3,47.6,-40.84,-827.63,4476.36
3,-7.45,-3.52,-834.4,4470.87
3,-9.62,17.86,-825.4,4478.69
3,9.74,6.57,-816.84,4476.37
3,55.72,-26.9,-810.29,4469.85
3,7.71,-24.39,-810.39,4459.95
3,-20.79,-11.07,-807.65,4445.85
3,7.17,6.17,-801.25,4455.43
3,13.0,-26.96,-797.84,4448.83
3,-41.36,-0.58,-816.62,4429.81
3,16.61,-25.49,-812.23,4440.09
3,-6.99,-11.04,-808.91,4450.26
3,-2.08,-39.23,-821.37,4439.42
3,-21.36,-7.67,-815.9,4439.12
3,-0.55,5.94,-803.77,4432.54
3,20.75,-14.42,-778.81,4421.82
3,1.3,16.45,-761.03,4409.24
3,-34.97,-8.17,-756.15,4412.73
3,0.66,-1.86,-766.74,4413.45
3,-13.12,-1.31,-771.86,4418.13
3,25.93,-27.0,-771.66,4404.63
3,-18.46,21.67,-779.16,4405.38
3,-1.98,-26.05,-793.7,4388.29
3,-1.31,-6.87,-801.36,4388.01
3,-46.62,9.63,-804.36,4392.37
3,14.47,-12.33,-812.11,4399.68
3,5.1,-17.98,-808.75,4386.06
3,-11.23,22.77,-819.39,4375.34
3,2.5,23.39,-822.4,4383.09
3,30.64,-16.69,-818.37,4392.39
3,-22.44,-11.36,-835.86,4393.41
3,-21.61,3.07,-828.41,4373.53
3,12.41,21.08,-826.46,4372.8
3,26.48,14.24,-819.8,4378.66
3,-6.58,28.83,-799.67,4356.15
3,13.55,-1.73,-780.93,4345.54
3,-18.76,-7.15,-778.65,4329.82
3,-17.76,-22.21,-784.35,4324.68
3,9.92,44.81,-796.58,4328.58
3,-14.75,20.42,-802.71,4322.09
3,43.62,17.69,-815.11,4310.71
3,11.9,14.71,-826.07,4311.5
3,-22.08,-4.11,-832.47,4303.62
3,15.87,11.12,-835.57,4324.32
3,9.68,-48.76,-833.09,4319.83
3,-17.92,-17.14,-832.48,4326.03
3,30.23,-9.82,-828.61,4304.8
3,-12.05,16.82,-834.47,4282.79
3,-27.88,9.5,-849.18,4277.23
3,4.87,17.74,-852.7,4264.37
3,6.72,-31.21,-844.85,4258.65
3,2.3,5.88,-842.9,4266.65
3,-23.78,35.2,-855.0,4266.26
3,22.08,11.43,-849.75,4267.37
3,-3.17,1.57,-852.1,4263.24
3,23.57,-7.55,-842.13,4273.7
3,11.98,7.19,-849.27,4258.68
3,15.3,17.16,-839.35,4260.37
3,-32.91,14.19,-840.43,4265.04
3,32.7,-45.87,-819.48,4260.45
3,-2.39,8.96,-818.63,4247.96
3,-44.48,-0.08,-818.12,4244.46
3,18.43,40.58,-820.9,4244.49
3,-6.19,3.52,-830.01,4230.95
3,-33.61,22.03,-832.2,4230.52
3,14.84,-16.87,-815.63,4215.33
3,-26.29,-37.22,-814.2,4228.66
3,41.02,-7.84,-807.45,4223.52
3,42.9,-20.67,-804.01,4220.09
3,5.01,-4.64,-817.65,4229.74
3,10.8,37.81,-814.4,4216.73
3,4.16,-7.44,-811.6,4218.61
3,16.73,-22.33,-801.41,4225.5
3,7.49,-39.8,-806.91,4231.22
3,33.22,8.2,-810.88,4237.98
3,-6.21,31.56,-815.66,4243.72
3,-22.7,-21.66,-823.6,4237.93
3,12.65,-17.09,-827.99,4232.61
3,-5.92,-27.22,-829.0,4228.88
3,21.43,19.13,-833.35,4230.02
3,-45.52,17.56,-822.36,4241.07
3,-12.34,6.81,-821.02,4233.03
3,14.61,-5.57,-810.06,4231.68
3,21.49,10.98,-813.48,4239.37
3,29.95,-15.17,-825.2,4245.48
3,-6.37,25.71,-822.91,4231.65
3,1.77,5.54,-816.43,4215.39
3,-0.8,10.12,-816.08,4223.46
3,-8.75,18.4,-808.79,4241.33
3,-16.06,34.28,-800.97,4242.92
3,5.46,5.89,-806.83,4233.97
3,-15.58,-32.1,-816.19,4241.98
3,44.09,-15.35,-808.28,4261.19
3,15.32,19.99,-818.88,4254.03
3,-2.26,34.73,-821.25,4241.75
3,-19.86,-0.39,-823.63,4239.74
3,0.31,17.36,-826.29,4246.82
3,-13.66,10.73,-833.62,4243.17
3,-15.97,-24.06,-826.69,4256.21
3,13.82,10.67,-833.02,4259.13
3,-4.05,-36.9,-846.41,4263.43
3,-2.25,-37.18,-846.99,4252.7
3,-4.6,-16.67,-850.57,4239.09
3,10.85,-14.1,-852.0,4231.13
3,17.11,58.54,-839.62,4219.29
3,1.36,4.02,-857.88,4221.61
3,23.57,5.29,-867.83,4234.43
3,26.13,9.88,-856.95,4233.32
3,-2.03,23.03,-864.09,4230.77
3,20.24,-24.38,-870.83,4214.56
3,-3.15,7.48,-879.43,4215.15
3,32.54,-39.58,-867.16,4220.4
3,-23.63,-21.11,-849.28,4218.54
3,-22.71,-0.08,-847.85,4212.22
3,25.66,5.19,-844.11,4216.48
3,-29.42,12.4,-851.86,4212.08
3,-32.9,27.7,-858.64,4214.37
3,1.12,50.96,-861.22,4219.7
3,48.21,23.35,-871.5,4225.94
3,-20.23,-20.42,-876.91,4224.57
3,-35.85,4.45,-882.78,4235.56
3,-8.86,11.73,-897.16,4252.0
3,19.54,-47.86,-906.51,4261.7
3,-22.53,-2.5,-904.38,4243.12
3,11.73,-2.18,-900.55,4228.49
3,-2.01,24.91,-890.54,4220.07
3,-44.24,12.37,-901.42,4208.34
3,-3.91,-15.49,-900.33,4207.57
3,19.73,35.02,-893.92,4197.76
3,-43.23,10.47,-890.24,4190.54
3,11.06,2.74,-892.37,4200.45
3,19.21,20.23,-893.87,4210.23
3,3.33,-11.41,-893.96,4209.47
3,23.34,20.73,-881.27,4205.3
3,5.45,-11.43,-892.96,4187.89
3,19.18,6.58,-890.16,4189.53
3,-22.01,45.11,-887.16,4188.73
3,-12.52,-20.49,-872.54,4201.22
3,-16.15,16.16,-891.07,4184.1
3,15.69,7.31,-874.66,4180.13
3,0.38,-15.05,-868.53,4171.09
3,-27.44,19.88,-861.42,4154.56
3,26.59,35.74,-864.5,4149.86
3,-4.08,5.63,-845.74,4157.63
3,14.5,-0.39,-832.78,4153.0
3,21.7,-23.99,-831.1,4134.42
3,-24.57,-7.82,-827.74,4152.55
3,-27.92,-26.45,-826.2,4142.28
3,-59.32,9.43,-831.22,4127.02
3,23.25,9.09,-833.81,4133.82
3,23.85,21.5,-828.67,4119.86
3,-25.12,-34.89,-844.12,4111.25
3,23.74,11.09,-843.64,4100.37
3,52.01,-25.54,-863.59,4094.91
3,3.1,-7.36,-860.24,4106.97
3,-23.04,3.76,-845.06,4110.91
3,-4.76,8.03,-851.34,4090.13
3,-18.17,-34.66,-832.21,4101.59
3,-9.97,-14.14,-826.95,4094.8
3,9.6,9.05,-821.28,4092.95
3,5.65,5.06,-810.9,4085.12
3,-38.02,-13.4,-807.37,4078.58
3,-5.93,-18.94,-808.27,4058.11
3,34.93,6.67,-793.17,4050.93
3,7.42,-14.12,-785.36,4033.91
3,34.81,-14.85,-783.55,4033.27
3,-27.27,22.25,-791.24,4042.34
3,-17.6,-6.15,-773.47,4032.1
3,5.7,-1.1,-793.76,4013.13
3,1.61,14.96,-781.97,4017.38
3,7.41,-26.88,-772.72,4029.1
3,-29.2,-10.72,-752.97,4010.84
3,-4.67,-20.42,-741.21,4029.08
3,-18.37,18.21,-733.21,4019.33
3,-8.22,-22.61,-724.3,4010.71
3,-19.59,1.1,-724.62,3997.37
3,2.89,-45.64,-724.46,3980.57
3,19.74,10.27,-722.52,3989.19
3,-12.0,-8.71,-746.03,3972.24
3,-2.14,-20.39,-758.09,3945.15
3,-10.99,-16.93,-761.36,3934.0
3,-24.36,4.8,-782.46,3934.68
3,-27.21,-12.39,-788.22,3927.33
3,-11.84,-32.57,-804.46,3929.62
3,38.61,-18.82,-804.08,3935.19
3,-7.25,7.45,-804.82,3926.32
3,-12.37,11.66,-795.32,3916.69
3,-4.1,1.25,-796.34,3907.4
3,-5.6,26.98,-790.89,3899.88
3,-29.01,21.74,-797.81,3893.64
3,7.29,-20.66,-808.38,3903.57
3,21.41,21.93,-813.19,3916.86
3,-35.6,-25.86,-822.38,3908.66
3,19.43,36.1,-832.75,3892.62
3,25.74,6.75,-829.25,3886.71
3,21.99,16.86,-830.72,3888.1
3,-7.07,-10.97,-836.67,3909.63
3,-8.39,29.12,-828.39,3890.35
3,-13.3,-22.73,-821.36,3891.43
3,8.23,7.07,-813.34,3893.64
3,8.76,19.26,-831.98,3905.06
3,22.86,11.9,-833.22,3897.85
3,11.86,6.37,-840.49,3917.02
3,-11.46,0.51,-833.42,3912.52
3,15.94,-19.72,-849.14,3899.99
3,-28.21,23.35,-850.57,3888.34
3,-32.46,-30.7,-849.69,3880.53
3,49.78,0.15,-853.12,3879.89
3,-3.15,13.9,-855.74,3865.63
3,-27.96,-16.5,-836.36,3847.9
3,9.59,19.67,-832.22,3824.46
3,-18.23,-7.27,-828.22,3825.91
3,-1.49,-12.76,-818.82,3795.13
3,7.77,-13.8,-830.81,3802.31
3,-22.21,-14.98,-838.29,3819.02
3,-12.49,35.68,-833.83,3822.87
3,27.82,5.36,-828.87,3817.61
3,9.88,-59.26,-833.29,3808.42
3,-19.38,-16.71,-828.69,3816.93
3,-7.43,10.5,-847.69,3814.72
3,2.52,-1.67,-835.19,3812.96
3,-31.78,-6.23,-824.93,3795.21
3,-40.83,-1.85,-817.72,3803.07
3,2.24,3.6,-821.94,3794.68
3,18.88,2.25,-833.71,3811.32
3,-6.3,-2.15,-826.26,3811.5
3,-9.4,24.0,-808.91,3813.95
3,-7.37,29.63,-800.24,3819.42
3,29.24,-2.24,-795.42,3825.83
3,23.5,19.38,-796.24,3831.38
3,35.5,37.98,-795.19,3813.8
3,-15.79,-2.13,-783.65,3797.67
3,-6.36,25.34,-777.25,3779.33
3,3.67,-28.09,-778.41,3787.57
3,-23.17,-12.86,-772.36,3780.98
3,0.66,-7.93,-759.46,3790.47
3,-4.57,41.78,-754.99,3787.25
3,-5.87,26.82,-751.36,3784.92
3,-9.53,-19.39,-753.94,3797.08
3,18.08,21.09,-740.77,3785.29
3,6.6,24.01,-736.85,3788.7
3,2.72,7.71,-727.1,3781.59
3,11.87,-34.76,-719.61,3796.71
3,-0.8,6.49,-732.66,3800.1
3,-20.75,16.79,-729.18,3795.11
3,-3.49,5.37,-722.41,3799.53
3,-31.64,-5.52,-714.48,3784.18
3,4.9,-0.11,-728.75,3781.29
3,-14.06,14.38,-728.76,3779.86
3,-19.9,-2.52,-722.4,3774.56
3,-10.96,-12.8,-703.09,3770.96
3,-7.92,4.06,-701.82,3760.39
3,0.26,-28.15,-698.8,3759.46
3,-3.05,-15.31,-697.36,3756.16
3,-15.52,33.49,-703.82,3744.88
3,2.09,59.29,-711.45,3748.71
3,-11.65,-4.88,-716.37,3740.7
3,-4.4,-21.57,-719.26,3728.25
3,23.48,33.84,-718.44,3728.09
3,10.84,10.39,-729.58,3746.09
3,23.15,12.03,-738.0,3733.54
3,15.42,26.86,-735.01,3744.12
3,-19.16,44.67,-744.21,3753.59
3,1.27,-15.98,-730.02,3741.75
3,19.82,30.39,-705.95,3733.85
3,-17.88,0.33,-711.89,3724.92
3,-11.06,-1.4,-701.37,3729.42
3,20.43,-33.85,-692.6,3739.18
3,-11.52,-0.88,-696.11,3728.83
3,12.12,4.44,-685.53,3742.66
3,-8.74,2.52,-672.44,3745.01
3,1.21,26.63,-675.09,3733.58
3,8.24,-17.63,-655.86,3734.2
3,3.11,-2.56,-656.0,3723.33
3,2.1,-7.22,-663.18,3725.43
3,-3.05,-2.18,-673.34,3720.68
3,11.76,32.88,-663.06,3728.44
3,-28.58,3.26,-656.16,3707.85
3,4.22,15.56,-646.47,3700.23
3,25.15,-16.77,-650.55,3701.55
3,-42.41,-29.66,-643.49,3701.44
3,-18.08,15.01,-658.15,3700.66
3,13.43,1.51,-663.18,3682.62
3,-22.09,15.86,-662.92,3659.69
3,-9.79,4.07,-671.55,3647.02
3,7.39,-27.45,-676.16,3650.5
3,-29.35,-13.35,-672.64,3657.31
3,-3.94,8.25,-670.05,3646.85
3,-40.9,4.52,-663.59,3646.0
3,0.82,9.7,-667.5,3654.3
3,-28.51,14.6,-656.57,3649.49
3,2.73,-31.95,-664.77,3627.71
3,-0.87,-11.26,-661.85,3629.37
3,-19.86,-38.04,-665.59,3633.84
3,0.45,-2.98,-679.93,3624.82
3,-17.38,-4.12,-674.83,3624.53
3,33.11,-2.69,-677.47,3614.45
3,5.45,-2.01,-677.42,3627.97
3,30.02,38.65,-690.75,3611.51
3,-3.31,-47.72,-682.02,3613.7
3,-16.8,25.01,-688.34,3607.07
3,-28.79,26.64,-695.06,3615.85
3,-2.64,-17.18,-686.91,3609.46
3,33.69,-22.97,-674.14,3603.3
3,-1.08,-21.79,-668.77,3603.4
3,18.44,28.94,-675.09,3595.23
3,-12.97,4.99,-672.56,3597.96
3,35.16,1.18,-674.47,3588.99
3,17.36,-11.9,-686.23,3595.04
3,-17.43,33.21,-676.71,3582.22
3,13.49,18.66,-667.93,3574.47
3,-13.48,11.9,-660.32,3563.53
3,-14.49,-6.66,-663.33,3541.68
3,-16.39,20.31,-669.74,3526.42
3,-5.5,9.69,-675.95,3519.97
3,63.32,14.63,-691.19,3520.03
3,-17.96,-15.0,-696.25,3524.32
3,0.82,16.59,-681.07,3519.37
3,0.14,6.76,-696.51,3517.98
3,7.63,13.56,-681.01,3515.47
3,34.0,-4.7,-665.93,3513.38
3,6.75,-4.93,-676.69,3498.97
3,3.17,15.58,-665.26,3492.02
3,-5.14,17.11,-676.29,3471.32
3,5.18,11.57,-680.58,3473.33
3,17.69,-9.81,-680.86,3464.89
3,-15.16,3.06,-691.48,3458.86
3,-9.62,-5.78,-684.78,3453.05
3,2.64,16.74,-685.68,3441.93
3,10.94,-20.86,-686.25,3445.2
3,-28.64,10.3,-672.49,3442.46
3,12.04,-10.58,-666.06,3424.77
3,-18.63,13.1,-681.68,3438.64
3,31.54,-16.21,-659.13,3435.51
3,-34.08,-10.78,-662.39,3421.73
3,15.4,-38.01,-636.66,3425.01
3,24.99,-12.49,-634.05,3421.62
3,15.9,15.7,-637.9,3410.35
3,12.8,-42.96,-643.52,3384.8
3,-27.13,-4.81,-635.91,3369.47
3,-13.05,-33.01,-635.39,3375.51
3,-5.94,32.96,-632.26,3379.84
3,6.39,20.69,-628.52,3390.78
3,-11.53,31.12,-622.82,3380.86
3,25.3,14.82,-628.26,3377.33
3,10.06,9.34,-628.43,3380.03
3,11.48,16.36,-626.61,3374.34
3,18.38,-30.02,-629.92,3384.62
3,-13.65,-16.3,-624.98,3371.88
3,-6.9,-15.83,-628.4,3384.41
3,3.71,24.46,-647.6,3383.08
3,-3.44,-8.4,-643.51,3378.15
3,-2.87,-8.94,-641.36,3373.43
3,15.75,9.78,-615.3,3373.87
3,27.88,14.69,-636.71,3378.36
3,9.16,-25.01,-637.06,3385.39
3,-0.31,-9.84,-636.92,3393.56
3,-5.52,14.69,-626.13,3399.59
3,-11.7,17.78,-637.84,3391.78
3,8.09,-14.42,-633.5,3397.9
3,19.17,-5.62,-625.82,3378.91
3,-22.94,8.44,-608.58,3368.93
3,-3.75,-7.22,-607.3,3368.51
3,-25.22,12.3,-604.19,3358.57
3,-12.42,5.11,-603.84,3364.7
3,-15.08,0.1,-599.89,3373.18
3,26.86,3.56,-603.61,3362.05
3,21.59,-7.4,-614.27,3343.37
3,-9.05,-3.65,-611.24,3346.97
3,6.95,-19.9,-607.0,3344.91
3,20.83,3.26,-615.92,3344.82
3,-30.24,23.56,-622.58,3345.78
3,-0.76,-15.63,-633.25,3355.78
3,14.86,9.91,-636.38,3356.25
3,6.36,-36.97,-631.71,3340.25
3,32.17,29.92,-631.16,3333.51
3,24.87,13.87,-620.15,3326.96
3,19.26,-16.43,-634.63,3336.23
3,-2.03,1.39,-633.28,3312.06
3,21.48,-20.58,-624.2,3305.7
3,8.13,-33.21,-627.36,3310.53
3,-7.35,19.29,-618.88,3306.98
3,16.82,-1.16,-627.87,3298.68
3,29.95,38.6,-626.05,3288.14
3,-12.52,-9.85,-625.48,3293.18
3,30.33,26.24,-627.77,3273.07
3,21.43,-0.24,-622.03,3279.55
3,8.17,-6.79,-627.97,3279.04
3,4.12,17.53,-615.2,3264.22
3,-29.32,-25.91,-601.26,3255.47
3,15.26,17.62,-599.59,3255.94
3,-5.47,19.23,-626.88,3236.13
3,-2.91,18.29,-629.92,3231.83
3,-4.53,-2.24,-638.32,3223.86
3,0.71,11.29,-625.8,3187.49
3,0.19,-2.02,-631.36,3184.37
3,-6.67,5.41,-611.98,3188.77
3,-31.09,-7.81,-618.16,3183.58
3,-3.59,-17.33,-627.41,3177.67
3,-19.72,2.83,-625.89,3173.39
3,7.31,10.05,-624.37,3162.54
3,9.61,-4.07,-619.01,3156.92
3,-12.07,10.94,-608.19,3153.1
3,-33.25,11.93,-594.34,3135.11
3,12.13,-16.76,-590.22,3117.1
3,19.73,-18.98,-579.85,3116.66
3,-16.99,-1.4,-556.99,3115.49
3,1.16,-11.28,-552.06,3116.69
3,1.68,-4.16,-559.83,3113.13
3,3.06,-4.72,-561.18,3118.26
3,-25.11,15.08,-561.86,3116.33
3,5.73,-7.03,-552.43,3126.46
3,29.83,13.41,-561.52,3117.88
3,1.39,-26.86,-556.93,3088.23
3,-21.56,29.15,-553.54,3074.05
3,11.7,-6.24,-560.3,3054.93
3,-29.6,30.97,-548.71,3048.19
3,-35.67,3.6,-536.23,3024.47
3,-13.31,-11.59,-519.25,3026.83
3,-29.99,-0.78,-529.24,3013.34
3,0.2,-16.96,-544.45,2998.88
3,8.7,-35.62,-571.53,3001.36
3,-0.8,44.84,-568.26,3005.92
3,5.2,34.93,-559.23,3017.49
3,-39.07,1.78,-561.63,3021.16
3,13.27,-10.31,-566.5,3013.17
3,-10.96,-10.8,-561.8,3011.8
3,32.3,12.27,-556.09,3006.29
3,-14.61,-15.26,-543.94,2997.66
3,-10.22,11.4,-557.15,3003.29
3,25.5,1.98,-535.24,2991.13
3,21.9,22.47,-529.33,2986.7
3,-46.68,-7.7,-553.48,2976.88
3,-38.25,-10.02,-554.04,2965.59
3,-8.15,3.53,-558.94,2962.85
3,-27.66,-8.12,-566.86,2968.68
3,20.96,-3.32,-558.75,2961.34
3,-29.91,-7.62,-580.51,2973.64
3,14.79,14.74,-564.82,2968.71
3,13.12,-24.22,-592.54,2974.19
3,-2.91,3.68,-593.21,2979.54
3,-8.54,-2.98,-589.44,2974.26
3,14.46,2.13,-598.36,2975.84
3,-30.32,-10.31,-617.82,2966.84
3,8.01,-10.99,-625.43,2964.34
3,4.17,30.27,-626.28,2982.47
3,50.67,22.39,-638.96,2988.42
3,21.19,-0.69,-625.36,2975.34
3,-33.39,-2.13,-611.33,2956.89
3,-23.69,-10.01,-627.56,2938.21
3,0.22,4.13,-623.83,2955.02
3,10.56,-14.05,-616.66,2975.69
3,7.34,25.44,-618.87,2977.4
3,-8.61,23.69,-617.2,2977.0
3,-6.53,-35.24,-598.18,2949.69
3,-7.43,-2.01,-593.37,2958.46
3,-2.15,34.02,-593.24,2971.32
3,9.86,-7.44,-580.1,2952.9
3,-19.04,-16.45,-572.96,2947.87
3,35.27,13.07,-564.73,2938.85
3,-52.4,-5.14,-561.66,2934.03
3,11.17,9.79,-535.6,2933.93
3,16.26,-3.79,-535.79,2936.94
3,22.92,6.94,-546.18,2943.3
3,26.22,-13.54,-552.51,2948.27
3,-42.86,-21.03,-553.23,2955.26
3,-30.08,-1.16,-552.88,2954.16
3,-23.23,14.77,-555.59,2946.72
3,-1.88,-17.67,-557.22,2937.78
3,4.02,14.32,-556.2,2928.58
3,-18.11,6.19,-554.13,2907.55
3,-36.37,-26.46,-552.91,2904.7
3,-8.71,-0.23,-560.23,2919.62
3,-23.81,1.65,-568.87,2908.84
3,7.86,-1.98,-575.87,2908.08
3,4.32,-27.92,-561.13,2912.36
3,-2.94,-10.58,-557.47,2900.74
3,9.3,-9.61,-572.68,2915.15
3,-25.05,39.14,-575.44,2919.78
3,-15.61,17.41,-563.48,2915.32
3,-16.75,5.86,-546.37,2911.25
3,13.13,2.29,-549.19,2903.62
3,-27.38,-2.44,-554.56,2895.3
3,27.28,-33.5,-548.89,2874.7
3,-32.31,11.27,-565.45,2879.49
3,-40.98,-15.51,-538.21,2858.57
3,16.71,-10.49,-550.98,2878.41
3,-12.86,-30.2,-557.8,2871.25
3,4.29,12.85,-541.1,2867.2
3,20.64,22.37,-550.22,2853.23
3,-17.17,-2.73,-546.23,2869.4
3,-2.77,9.07,-550.32,2864.71
3,-19.81,24.01,-554.11,2865.36
3,10.15,-29.74,-556.66,2854.48
3,-4.9,24.97,-579.79,2839.52
3,-9.22,4.07,-584.78,2841.17
3,29.76,-18.87,-575.45,2840.21
3,43.57,-20.56,-570.96,2847.1
3,1.78,-9.58,-589.18,2836.46
3,28.5,-3.42,-586.43,2830.59
3,12.21,-6.38,-570.93,2846.98
3,-14.23,-16.22,-570.38,2835.29
3,33.54,4.9,-580.97,2844.83
3,15.73,-52.62,-587.32,2842.69
3,-43.34,-9.23,-579.68,2850.09
3,-31.92,-4.05,-566.41,2861.01
3,-6.25,-4.45,-569.52,2868.45
3,-11.38,20.76,-560.67,2862.34
3,-27.43,-9.62,-554.31,2846.66
3,-29.05,-3.45,-574.4,2855.63
3,15.71,-14.48,-577.01,2862.53
